RatingID,UserID,MovieID,Rating,Timestamp
2262,SF_4824,3662,1.5,13-10-24
2263,SF_2642,455,4.5,17-08-24
2264,SF_4129,1078,3.9,08-10-24
2265,SF_4064,2652,4,04-11-24
2266,SF_5162,3525,4.4,12-09-24
2267,SF_4017,2127,1.4,28-12-23
2268,SF_3160,774,4.8,10-02-24
2269,SF_4367,885,1.9,13-06-24
2270,SF_4574,2098,3.9,04-11-24
2271,SF_5232,2005,2.8,13-10-24
2272,SF_3208,395,4.8,23-09-24
2273,SF_2380,3625,5,22-05-24
2274,SF_3115,2549,4.2,28-07-24
2275,SF_94,2998,4.1,18-04-24
2276,SF_2874,3213,4.2,14-11-24
2277,SF_3105,2508,1.8,10-06-24
2278,SF_3095,1927,2,01-07-24
2279,SF_1605,841,3.6,24-06-24
2280,SF_5646,1696,1.5,13-02-24
2281,SF_5010,3190,4.8,08-02-24
2282,SF_3399,2387,1.4,31-05-24
2283,SF_425,3224,1.3,16-03-24
2284,SF_2937,334,4.6,10-11-24
2285,SF_4320,2319,1.6,20-01-24
2286,SF_4545,3901,1.9,09-08-24
2287,SF_3381,1591,2.7,01-01-24
2288,SF_4921,430,3.2,27-08-24
2289,SF_1196,78,2.2,08-11-24
2290,SF_1441,3381,3.4,22-08-24
2291,SF_2813,2867,1.9,27-03-24
2292,SF_5867,492,4.2,17-06-24
2293,SF_4838,2811,2,02-11-24
2294,SF_3259,28,2.8,31-03-24
2295,SF_4290,1718,2.4,07-07-24
2296,SF_1761,2280,4.9,08-10-24
2297,SF_1739,3331,3.5,20-03-24
2298,SF_2326,1029,4.9,19-03-24
2299,SF_4473,2647,4.4,03-12-24
2300,SF_140,1631,3.3,25-02-24
2301,SF_4206,188,2.3,07-05-24
2302,SF_159,1400,3.9,19-01-24
2303,SF_5706,3698,3.3,10-02-24
2304,SF_2470,1553,4.2,01-05-24
2305,SF_4789,543,4.8,29-08-24
2306,SF_1675,752,2.1,18-08-24
2307,SF_5469,2560,4.6,02-01-24
2308,SF_921,1663,1.8,19-02-24
2309,SF_6014,2973,2.1,08-10-24
2310,SF_783,3666,3.3,21-01-24
2311,SF_2541,107,3.1,29-05-24
2312,SF_1809,2626,1.6,30-07-24
2313,SF_5077,3819,4.9,18-09-24
2314,SF_623,1654,4.1,16-03-24
2315,SF_132,3304,3.5,29-08-24
2316,SF_1501,436,4.3,04-11-24
2317,SF_5751,532,3.4,13-04-24
2318,SF_2068,704,4.4,09-03-24
2319,SF_660,1234,4.1,21-01-24
2320,SF_344,2615,1.7,16-05-24
2321,SF_1410,1639,3,06-10-24
2322,SF_108,1884,3.2,29-10-24
2323,SF_5299,3734,4.6,14-11-24
2324,SF_165,2473,1.7,22-12-23
2325,SF_5333,327,2.4,29-06-24
2326,SF_4369,1720,4.5,07-11-24
2327,SF_834,2356,4.8,17-07-24
2328,SF_1498,3346,1.6,21-05-24
2329,SF_1829,696,1.9,01-09-24
2330,SF_3727,705,3.7,29-09-24
2331,SF_1796,3232,1.4,17-08-24
2332,SF_3904,2822,4.2,06-09-24
2333,SF_4835,3104,3.7,06-12-24
2334,SF_779,3322,4.1,31-03-24
2335,SF_955,233,4.9,16-11-24
2336,SF_4913,1950,2.3,28-09-24
2337,SF_1776,3615,3,04-02-24
2338,SF_2864,726,1.1,04-01-24
2339,SF_5348,1088,1.8,13-10-24
2340,SF_1325,1160,1.1,03-11-24
2341,SF_2940,3135,2,22-10-24
2342,SF_548,3593,4.5,27-09-24
2343,SF_1346,774,3.9,31-05-24
2344,SF_2544,2429,4.7,03-12-24
2345,SF_5755,3157,3.2,02-09-24
2346,SF_5762,2256,4.6,27-10-24
2347,SF_5416,2757,2,10-02-24
2348,SF_1648,542,4.2,21-06-24
2349,SF_4891,2887,3.3,12-03-24
2350,SF_5876,2783,1.8,24-01-24
2351,SF_1502,941,1.8,13-03-24
2352,SF_1155,1083,3.8,18-12-23
2353,SF_5406,1626,1.9,30-08-24
2354,SF_5884,1098,4,04-03-24
2355,SF_3261,1997,2.6,03-01-24
2356,SF_2800,971,3.7,28-12-23
2357,SF_3157,1888,1.6,25-02-24
2358,SF_762,1349,4.4,16-02-24
2359,SF_5705,1632,4.5,05-07-24
2360,SF_3428,1589,2.3,17-03-24
2361,SF_3460,2658,2.5,18-08-24
2362,SF_3511,3446,1.2,02-04-24
2363,SF_1099,2221,4.9,06-01-24
2364,SF_237,3774,3.5,19-12-23
2365,SF_705,3678,3.9,12-02-24
2366,SF_5093,953,1.2,14-01-24
2367,SF_5638,1124,4.6,20-02-24
2368,SF_3335,2045,3.3,29-03-24
2369,SF_1212,1031,2.7,12-08-24
2370,SF_5381,606,2.6,13-11-24
2371,SF_4795,3448,3.5,27-12-23
2372,SF_4450,935,3.5,14-12-23
2373,SF_5798,3047,4.4,28-10-24
2374,SF_693,2150,4.6,11-07-24
2375,SF_6024,3045,3.7,31-05-24
2376,SF_5643,443,3.2,16-02-24
2377,SF_2575,1514,3.3,26-06-24
2378,SF_4368,1555,4.6,05-03-24
2379,SF_4181,3351,4,08-04-24
2380,SF_4409,3085,4,30-07-24
2381,SF_5467,2034,2.7,19-06-24
2382,SF_3500,1965,3.5,01-01-24
2383,SF_2976,2953,2.8,21-10-24
2384,SF_2259,449,3.8,25-08-24
2385,SF_3996,907,3.1,12-08-24
2386,SF_2643,3528,3.5,03-05-24
2387,SF_4206,1340,4.6,19-09-24
2388,SF_2592,2882,4.5,08-01-24
2389,SF_5160,1191,1.1,26-10-24
2390,SF_434,2256,4.1,17-11-24
2391,SF_3792,661,2,14-02-24
2392,SF_5526,1770,3.8,07-03-24
2393,SF_700,2687,4.6,10-03-24
2394,SF_5231,3223,4,09-02-24
2395,SF_161,1222,3.2,24-05-24
2396,SF_3314,230,1.7,20-08-24
2397,SF_3667,246,1.4,28-09-24
2398,SF_2067,3574,3.1,11-04-24
2399,SF_3372,3125,2.1,01-01-24
2400,SF_4015,267,3.6,07-09-24
2401,SF_2132,612,4.6,01-01-24
2402,SF_1223,3284,1.8,02-07-24
2403,SF_3254,2228,4.6,19-04-24
2404,SF_3032,2554,2,08-10-24
2405,SF_2479,1178,3.3,05-12-24
2406,SF_5916,2555,3.1,11-07-24
2407,SF_3122,3333,3.6,26-10-24
2408,SF_5225,3702,4.4,10-05-24
2409,SF_5987,2088,2.8,01-05-24
2410,SF_4853,3329,2.1,02-12-24
2411,SF_2352,1193,4.8,16-03-24
2412,SF_1570,3546,3.6,23-10-24
2413,SF_2529,942,1.2,13-05-24
2414,SF_2180,3118,4.6,14-05-24
2415,SF_3622,3915,4.2,09-08-24
2416,SF_2867,2599,1,05-07-24
2417,SF_2988,2148,1.6,10-05-24
2418,SF_3043,366,1.1,09-04-24
2419,SF_1030,3581,3,05-07-24
2420,SF_1179,3825,2.9,28-08-24
2421,SF_4852,3525,3.6,31-10-24
2422,SF_5001,3927,1.6,25-10-24
2423,SF_2591,1884,1.7,18-08-24
2424,SF_5211,352,4.6,22-06-24
2425,SF_1141,3167,1.3,24-07-24
2426,SF_3821,1555,1.4,24-04-24
2427,SF_5862,1228,2.5,24-11-24
2428,SF_5379,2212,4.8,05-08-24
2429,SF_1550,3174,2.1,20-08-24
2430,SF_2517,746,1.5,04-04-24
2431,SF_4482,3002,1.1,14-05-24
2432,SF_4575,3680,4.8,04-09-24
2433,SF_3240,15,2.2,20-01-24
2434,SF_3744,1303,2.4,05-05-24
2435,SF_3166,1142,1.1,07-04-24
2436,SF_1419,1804,2.2,09-12-24
2437,SF_1309,3690,3.1,23-06-24
2438,SF_3841,1896,4.4,02-07-24
2439,SF_5661,2959,4.3,03-01-24
2440,SF_424,766,3.8,18-10-24
2441,SF_34,3238,3.8,31-05-24
2442,SF_1234,1075,2.1,05-01-24
2443,SF_5025,783,2.7,16-06-24
2444,SF_2687,1100,2.9,12-11-24
2445,SF_681,1307,2,25-11-24
2446,SF_729,319,2.8,07-09-24
2447,SF_1488,3340,2.9,20-03-24
2448,SF_1907,1282,3,15-07-24
2449,SF_4140,531,2.1,12-03-24
2450,SF_1366,199,2,08-02-24
2451,SF_3771,2611,2.2,18-12-23
2452,SF_4471,3482,1,04-03-24
2453,SF_2531,3218,3.6,14-12-23
2454,SF_6016,1762,1.9,27-08-24
2455,SF_5129,509,2.8,23-11-24
2456,SF_683,1625,2.5,02-12-24
2457,SF_640,206,3,13-06-24
2458,SF_5297,2014,4.1,27-01-24
2459,SF_3391,152,4.9,22-08-24
2460,SF_2062,3867,1.9,28-06-24
2461,SF_840,1100,3.6,01-07-24
2462,SF_706,2655,3.1,11-04-24
2463,SF_3751,73,3.7,24-01-24
2464,SF_4432,2751,1,18-09-24
2465,SF_2539,2208,2.3,30-08-24
2466,SF_1820,801,1.2,15-06-24
2467,SF_1989,1433,2.8,17-04-24
2468,SF_3935,311,3.8,04-03-24
2469,SF_1456,333,2.7,02-02-24
2470,SF_3218,910,3.6,12-12-24
2471,SF_5021,1135,1.5,14-12-23
2472,SF_2580,1113,1.4,10-03-24
2473,SF_2447,2157,1.6,15-11-24
2474,SF_3834,1809,4.8,20-01-24
2475,SF_4269,1907,4.1,10-06-24
2476,SF_4521,853,2.7,25-04-24
2477,SF_3982,3738,4.7,03-04-24
2478,SF_2419,3202,2.4,05-11-24
2479,SF_993,2788,4.5,02-01-24
2480,SF_5634,3750,2.2,07-11-24
2481,SF_3583,972,2.6,10-09-24
2482,SF_4209,2008,4.1,27-07-24
2483,SF_5895,3480,2.2,18-08-24
2484,SF_4353,1328,1.5,07-01-24
2485,SF_4,3524,3.1,06-11-24
2486,SF_4296,2218,1.9,09-08-24
2487,SF_904,3933,1.8,12-01-24
2488,SF_4526,1291,3.6,15-05-24
2489,SF_3854,804,3,27-11-24
2490,SF_538,1879,3.3,08-06-24
2491,SF_5197,3471,3.5,21-08-24
2492,SF_5470,385,4.2,12-04-24
2493,SF_4287,1912,1.5,27-05-24
2494,SF_3641,3756,4.4,24-12-23
2495,SF_3237,1057,1.7,09-10-24
2496,SF_4933,2403,4.8,01-07-24
2497,SF_2009,281,2.1,30-09-24
2498,SF_5812,2609,4.2,30-05-24
2499,SF_5578,1225,4.8,29-01-24
2500,SF_3851,3796,4.9,24-11-24
2501,SF_1985,1683,2.7,02-10-24
2502,SF_5847,3673,1.6,16-04-24
2503,SF_5285,2613,3.6,09-06-24
2504,SF_3090,712,3.5,11-06-24
2505,SF_2083,3859,3.4,10-07-24
2506,SF_449,1728,1.7,12-04-24
2507,SF_430,623,2.5,16-02-24
2508,SF_4135,1210,4.8,08-02-24
2509,SF_1848,1241,4.6,07-05-24
2510,SF_4150,1385,4.7,08-02-24
2511,SF_158,2570,2.2,07-03-24
2512,SF_4984,2249,1.3,02-09-24
2513,SF_388,3800,1.9,05-02-24
2514,SF_5323,2102,3.4,09-12-24
2515,SF_2694,1266,1.4,06-10-24
2516,SF_5264,491,1.9,19-06-24
2517,SF_1798,3009,2.7,11-09-24
2518,SF_682,116,3,29-04-24
2519,SF_3849,1165,2.9,28-01-24
2520,SF_5943,3851,1.1,19-08-24
2521,SF_1754,148,2.1,04-05-24
2522,SF_1515,1368,4.3,05-11-24
2523,SF_308,1159,4.4,10-11-24
2524,SF_3299,2995,2.6,21-05-24
2525,SF_1944,3021,1.5,15-11-24
2526,SF_4268,548,2,27-04-24
2527,SF_5229,3785,4.1,12-02-24
2528,SF_2260,36,3.4,26-04-24
2529,SF_3116,232,1.3,07-09-24
2530,SF_3617,703,1.4,16-07-24
2531,SF_2776,154,4,29-10-24
2532,SF_106,3148,2.4,25-05-24
2533,SF_4927,217,1,15-03-24
2534,SF_1284,1180,2.6,29-03-24
2535,SF_1685,3126,4.7,22-01-24
2536,SF_964,2564,1.4,11-08-24
2537,SF_2429,1401,4,28-12-23
2538,SF_4945,2029,3.9,03-11-24
2539,SF_621,1427,4.3,17-10-24
2540,SF_645,567,1.6,25-08-24
2541,SF_5592,1561,3.1,22-05-24
2542,SF_4614,2246,4.1,29-05-24
2543,SF_3874,3293,2,03-03-24
2544,SF_888,602,1.9,22-09-24
2545,SF_3233,2614,2.8,06-06-24
2546,SF_1650,2388,2.7,26-12-23
2547,SF_462,848,1,25-09-24
2548,SF_5785,3031,1.5,25-11-24
2549,SF_3786,891,3.1,08-11-24
2550,SF_235,3596,2.4,12-04-24
2551,SF_3152,2290,4.4,24-01-24
2552,SF_572,2947,1.7,13-01-24
2553,SF_5976,2873,2.1,05-04-24
2554,SF_5092,2179,1.7,30-09-24
2555,SF_4278,2805,2.1,07-10-24
2556,SF_4314,1301,3.6,08-12-24
2557,SF_5100,3628,2.2,19-11-24
2558,SF_1655,1442,1.3,17-03-24
2559,SF_1272,3561,2.9,20-09-24
2560,SF_5879,864,2.1,14-01-24
2561,SF_5674,2427,1,24-04-24
2562,SF_5542,2098,4.3,17-05-24
2563,SF_6029,2841,4.8,15-04-24
2564,SF_3114,1682,1.6,29-03-24
2565,SF_3610,1086,2.2,30-07-24
2566,SF_5823,2236,2.3,21-08-24
2567,SF_2917,347,1.2,13-12-23
2568,SF_4019,2061,3.1,08-08-24
2569,SF_1249,2802,4.5,28-04-24
2570,SF_2486,29,1.3,10-11-24
2571,SF_4283,274,5,14-10-24
2572,SF_62,1591,4.3,18-02-24
2573,SF_3617,1527,4.7,04-07-24
2574,SF_4811,1833,1.2,28-07-24
2575,SF_4274,2641,2.5,22-08-24
2576,SF_607,1250,1.7,31-07-24
2577,SF_2694,3878,4.2,15-10-24
2578,SF_2145,988,3.9,19-11-24
2579,SF_273,798,1.5,01-06-24
2580,SF_5042,2909,2.8,19-12-23
2581,SF_2353,3215,4.4,21-01-24
2582,SF_5506,2596,2,21-08-24
2583,SF_3364,3157,1.2,07-08-24
2584,SF_4781,2869,3.2,23-06-24
2585,SF_209,3048,3.1,07-11-24
2586,SF_2024,216,2.8,13-06-24
2587,SF_201,385,3.8,17-05-24
2588,SF_2581,3726,4.2,18-06-24
2589,SF_2739,1157,2.7,21-04-24
2590,SF_2267,3581,2.5,10-07-24
2591,SF_5592,241,4.6,03-12-24
2592,SF_2942,2519,2.8,12-01-24
2593,SF_2656,2478,4.2,17-04-24
2594,SF_2376,1454,1.5,08-07-24
2595,SF_1200,2570,3.2,05-05-24
2596,SF_3871,1668,3.3,09-02-24
2597,SF_3590,1480,1.2,03-08-24
2598,SF_4551,2934,4.2,09-04-24
2599,SF_3401,1442,1.7,03-02-24
2600,SF_416,2614,2.8,26-08-24
2601,SF_2024,1980,4.4,28-06-24
2602,SF_5754,1335,1.9,12-04-24
2603,SF_5137,2884,2.3,14-09-24
2604,SF_3661,2364,4.7,22-02-24
2605,SF_3160,1409,2.1,26-12-23
2606,SF_1222,745,1.1,11-02-24
2607,SF_5476,3641,5,16-06-24
2608,SF_2905,490,1.6,14-05-24
2609,SF_2083,3456,3.2,14-06-24
2610,SF_2338,3817,5,07-11-24
2611,SF_4729,3839,2.8,13-10-24
2612,SF_2081,378,4.4,29-04-24
2613,SF_3842,3701,1,09-07-24
2614,SF_1696,3946,4.3,22-02-24
2615,SF_3996,2341,2,29-05-24
2616,SF_1065,81,2.3,09-11-24
2617,SF_4515,3560,2.2,25-09-24
2618,SF_2686,1417,2.6,01-02-24
2619,SF_1846,2845,3.3,01-04-24
2620,SF_4046,2880,2.2,09-09-24
2621,SF_1575,1136,4.1,05-08-24
2622,SF_1129,190,3.2,21-02-24
2623,SF_2597,1665,1.1,11-12-24
2624,SF_4195,2541,2.2,20-01-24
2625,SF_1513,1024,2.2,23-02-24
2626,SF_4216,2905,2.2,15-06-24
2627,SF_5424,938,4.8,08-04-24
2628,SF_533,2598,4.7,19-10-24
2629,SF_2570,985,1.8,07-08-24
2630,SF_3472,1400,1.2,13-05-24
2631,SF_2545,549,3.2,25-10-24
2632,SF_4059,288,1.3,20-01-24
2633,SF_2097,62,2.5,27-12-23
2634,SF_1443,3557,5,24-05-24
2635,SF_1368,3135,2.3,07-02-24
2636,SF_653,3618,2.5,21-11-24
2637,SF_3664,2969,1.7,25-06-24
2638,SF_2000,3765,3.6,26-09-24
2639,SF_3547,675,1.4,08-02-24
2640,SF_6009,2566,2.6,25-01-24
2641,SF_2612,1158,4.3,03-07-24
2642,SF_4602,1994,2.5,17-09-24
2643,SF_3471,1612,3.3,26-01-24
2644,SF_4634,1245,4.7,24-02-24
2645,SF_5598,3939,1.3,22-03-24
2646,SF_5012,2325,2.8,02-01-24
2647,SF_5578,2044,4.6,03-05-24
2648,SF_5247,3024,4.9,03-01-24
2649,SF_3451,1437,1.2,09-11-24
2650,SF_1045,3861,4.8,23-08-24
2651,SF_2565,770,4.3,27-08-24
2652,SF_1948,581,3.6,01-03-24
2653,SF_585,2648,4.9,11-12-24
2654,SF_1967,3522,3.9,24-02-24
2655,SF_2768,960,1.5,20-09-24
2656,SF_4450,3621,2.6,25-10-24
2657,SF_5399,1723,4.3,02-08-24
2658,SF_766,2318,4.6,27-05-24
2659,SF_4388,1997,2.8,11-09-24
2660,SF_5985,254,4.3,18-11-24
2661,SF_4091,3002,2,11-07-24
2662,SF_3703,939,3.3,22-01-24
2663,SF_1732,460,4.8,21-11-24
2664,SF_442,699,1.9,24-10-24
2665,SF_1514,3655,2.9,29-05-24
2666,SF_4238,3026,3.4,06-07-24
2667,SF_1701,1348,1.6,29-04-24
2668,SF_5526,671,4.1,17-02-24
2669,SF_4872,632,4.1,07-07-24
2670,SF_3486,2935,3.9,03-07-24
2671,SF_1692,1438,3.4,23-12-23
2672,SF_4413,3220,2.9,27-01-24
2673,SF_5364,729,4.5,02-10-24
2674,SF_263,3095,4.6,25-03-24
2675,SF_1666,3846,4.6,24-01-24
2676,SF_4574,1198,3.6,24-12-23
2677,SF_1940,1489,3.8,10-07-24
2678,SF_4532,3598,4.8,22-06-24
2679,SF_6035,2638,4.8,03-03-24
2680,SF_2338,3001,2.1,05-03-24
2681,SF_1609,3830,1.9,05-08-24
2682,SF_2899,1814,2.6,09-01-24
2683,SF_2764,2378,1.3,24-12-23
2684,SF_4358,1938,2.8,07-03-24
2685,SF_10,1150,4.3,18-09-24
2686,SF_3051,2111,3.2,18-11-24
2687,SF_5681,67,1.3,17-02-24
2688,SF_4179,412,2.9,27-04-24
2689,SF_326,2906,4,10-02-24
2690,SF_4204,1220,1.4,07-06-24
2691,SF_2045,1288,4.8,24-11-24
2692,SF_3946,1106,1.6,08-08-24
2693,SF_4572,426,2.8,27-05-24
2694,SF_2364,3099,2,05-06-24
2695,SF_1234,2956,4.1,30-12-23
2696,SF_937,164,2.2,19-09-24
2697,SF_110,3362,4.4,25-06-24
2698,SF_73,362,1.4,17-08-24
2699,SF_5305,2253,2.5,16-06-24
2700,SF_4176,1367,3.9,12-10-24
2701,SF_5229,2570,3.9,13-09-24
2702,SF_2993,430,4.9,06-02-24
2703,SF_3393,671,1.1,10-08-24
2704,SF_245,164,3.4,19-07-24
2705,SF_3977,747,2.7,29-07-24
2706,SF_801,3641,1.8,08-05-24
2707,SF_3518,1204,2.2,16-03-24
2708,SF_471,2660,2.4,25-09-24
2709,SF_5106,2847,3.7,16-09-24
2710,SF_5829,854,2.1,19-07-24
2711,SF_2425,1198,2.6,24-10-24
2712,SF_3873,3109,3.9,20-01-24
2713,SF_4125,3706,1.7,23-09-24
2714,SF_4866,2756,3.7,16-08-24
2715,SF_3238,3794,3.5,03-08-24
2716,SF_2541,1933,2.3,05-01-24
2717,SF_151,2643,1.7,26-05-24
2718,SF_3177,3363,3.4,18-10-24
2719,SF_3835,1421,2,24-02-24
2720,SF_552,727,4.7,13-10-24
2721,SF_5259,839,4.9,02-09-24
2722,SF_2328,2198,4.8,07-10-24
2723,SF_3440,255,4.7,12-04-24
2724,SF_4944,1477,1.7,21-08-24
2725,SF_1920,3757,2.6,01-08-24
2726,SF_5464,1022,1.9,04-08-24
2727,SF_887,671,4.8,25-11-24
2728,SF_416,964,1.6,11-03-24
2729,SF_2438,2210,1.1,11-09-24
2730,SF_526,1487,3.1,05-08-24
2731,SF_2132,2735,3,24-09-24
2732,SF_1518,2704,1.6,09-12-24
2733,SF_5827,1858,1.6,10-01-24
2734,SF_2965,3827,2.2,09-01-24
2735,SF_2407,953,4.4,04-09-24
2736,SF_3744,13,4.6,05-07-24
2737,SF_5825,3213,4.5,11-10-24
2738,SF_4783,2736,4.9,27-03-24
2739,SF_560,1910,2.6,22-07-24
2740,SF_2494,1787,4.2,09-01-24
2741,SF_277,3697,2.8,08-03-24
2742,SF_4483,3330,4.8,03-11-24
2743,SF_3379,2210,2.3,12-08-24
2744,SF_566,3195,1.4,02-10-24
2745,SF_1235,2014,4.6,24-07-24
2746,SF_3196,919,4.3,16-05-24
2747,SF_5064,1661,2.8,08-07-24
2748,SF_2041,2925,1.5,19-03-24
2749,SF_1637,653,1.8,08-12-24
2750,SF_5746,1396,4.4,06-07-24
2751,SF_4373,3490,3,05-07-24
2752,SF_5585,3266,2.8,31-01-24
2753,SF_2346,1887,4.7,17-08-24
2754,SF_1587,894,1.1,13-11-24
2755,SF_465,2726,2.6,30-01-24
2756,SF_629,2737,1.5,22-08-24
2757,SF_4567,306,4.2,19-09-24
2758,SF_400,1348,2.3,16-03-24
2759,SF_30,1280,1.9,30-11-24
2760,SF_2781,905,4.2,06-11-24
2761,SF_2893,2397,2.9,27-07-24
2762,SF_3135,600,4.2,23-10-24
2763,SF_4653,3411,3.1,23-05-24
2764,SF_2553,708,3.9,01-03-24
2765,SF_2363,1257,3.9,12-09-24
2766,SF_3653,2168,1.8,14-01-24
2767,SF_5678,368,4.7,21-12-23
2768,SF_4113,1782,2.5,29-07-24
2769,SF_1661,1344,2,23-10-24
2770,SF_4764,1067,4.9,06-07-24
2771,SF_5386,1262,3,13-06-24
2772,SF_5805,1699,1.2,17-05-24
2773,SF_502,2051,1.1,01-03-24
2774,SF_2940,641,3.5,16-08-24
2775,SF_3754,2498,1.8,25-05-24
2776,SF_1919,2210,1.2,25-05-24
2777,SF_5802,484,2.4,04-03-24
2778,SF_5043,2025,4.8,07-11-24
2779,SF_4577,516,3.4,10-07-24
2780,SF_3653,2645,3.1,04-09-24
2781,SF_5142,2393,3.4,20-04-24
2782,SF_4350,3572,4,25-07-24
2783,SF_1169,3097,3.9,24-03-24
2784,SF_1101,2078,4.3,27-03-24
2785,SF_5575,1043,3.5,28-07-24
2786,SF_1101,3831,1.8,12-06-24
2787,SF_4983,1139,3.5,03-09-24
2788,SF_3362,906,3.9,02-07-24
2789,SF_5342,645,2.9,05-11-24
2790,SF_4924,1308,1.6,30-06-24
2791,SF_3785,2313,4.9,16-02-24
2792,SF_3683,1963,1.7,06-01-24
2793,SF_4113,3797,1,11-01-24
2794,SF_2165,3174,2.8,10-07-24
2795,SF_2189,237,1.3,30-11-24
2796,SF_3449,1388,1.1,29-03-24
2797,SF_1041,324,1.7,02-02-24
2798,SF_3501,3804,2.5,01-06-24
2799,SF_5813,3239,4.4,17-12-23
2800,SF_2081,20,2.1,05-02-24
2801,SF_1006,1718,4.3,14-12-23
2802,SF_5178,2367,1.5,10-10-24
2803,SF_3011,3559,1.7,06-02-24
2804,SF_3514,34,2.2,24-07-24
2805,SF_198,2832,4.1,26-05-24
2806,SF_2781,2423,1,20-05-24
2807,SF_4679,3387,2.9,27-08-24
2808,SF_1135,1169,4.8,31-12-23
2809,SF_1383,370,4.6,30-09-24
2810,SF_3979,3362,3.5,26-10-24
2811,SF_4338,851,1.3,06-01-24
2812,SF_3463,2885,3.2,31-07-24
2813,SF_4979,1739,5,23-01-24
2814,SF_4550,1180,1.2,04-03-24
2815,SF_5613,808,2.5,05-05-24
2816,SF_2591,3118,3.4,10-02-24
2817,SF_2063,2903,4.5,11-09-24
2818,SF_5603,1279,4,07-12-24
2819,SF_4803,2948,4.1,30-09-24
2820,SF_5656,1682,1.8,25-12-23
2821,SF_2046,615,4.4,01-09-24
2822,SF_5622,1873,4.1,06-07-24
2823,SF_4727,440,1.7,29-11-24
2824,SF_1144,2775,2,28-07-24
2825,SF_3022,845,4.7,23-07-24
2826,SF_2218,1885,1,04-05-24
2827,SF_2935,3180,1.7,15-09-24
2828,SF_3923,1546,2.4,16-01-24
2829,SF_5490,2770,2.9,01-05-24
2830,SF_4605,1542,3.8,27-04-24
2831,SF_2810,3849,4.7,10-02-24
2832,SF_1407,404,2.7,20-10-24
2833,SF_1647,3821,2.5,06-07-24
2834,SF_1783,1869,3.1,11-05-24
2835,SF_80,513,3.9,02-09-24
2836,SF_4715,3164,2.9,23-11-24
2837,SF_1364,2125,3.9,24-01-24
2838,SF_1997,3800,4.1,11-10-24
2839,SF_1389,2449,2.1,08-08-24
2840,SF_543,599,1.5,14-05-24
2841,SF_1195,839,4.4,13-06-24
2842,SF_540,2455,2.7,19-01-24
2843,SF_4279,2579,3.1,26-01-24
2844,SF_945,481,1.5,23-11-24
2845,SF_3411,3916,4.9,13-05-24
2846,SF_3976,1208,4.4,24-10-24
2847,SF_1976,799,3.4,01-10-24
2848,SF_1884,461,1.7,23-03-24
2849,SF_3210,1942,1.2,17-12-23
2850,SF_2593,2157,1.4,18-09-24
2851,SF_1712,3840,1.4,17-04-24
2852,SF_1558,1504,3.8,31-10-24
2853,SF_5742,1066,4.4,29-03-24
2854,SF_173,1128,4.2,19-10-24
2855,SF_5297,3365,4.1,06-04-24
2856,SF_2537,1280,4.1,01-11-24
2857,SF_301,2869,1.8,08-03-24
2858,SF_3587,3936,2.2,27-03-24
2859,SF_2805,2558,4.8,14-07-24
2860,SF_4709,3432,4.7,08-10-24
2861,SF_1141,3894,3.7,11-01-24
2862,SF_1802,242,4.3,27-02-24
2863,SF_456,1577,1.8,06-06-24
2864,SF_1132,144,1.2,18-08-24
2865,SF_3359,3701,2.2,04-06-24
2866,SF_2692,3363,3,12-10-24
2867,SF_144,3422,2.1,13-03-24
2868,SF_1658,3490,2.3,18-04-24
2869,SF_2398,2435,2.5,26-10-24
2870,SF_2280,3511,1.4,08-05-24
2871,SF_2561,3704,3.1,16-03-24
2872,SF_3039,3239,3.9,04-08-24
2873,SF_966,1147,4.3,11-03-24
2874,SF_5861,3375,1.7,23-01-24
2875,SF_655,1261,3.6,22-01-24
2876,SF_2108,1381,2.1,23-05-24
2877,SF_3347,3561,2.9,01-10-24
2878,SF_5129,845,1.7,18-07-24
2879,SF_3643,2934,4.6,05-08-24
2880,SF_5175,1872,3,06-03-24
2881,SF_4706,1328,4,09-09-24
2882,SF_5566,2315,3,29-10-24
2883,SF_4242,837,3.8,06-10-24
2884,SF_659,1270,4.9,27-04-24
2885,SF_4195,284,4.4,28-02-24
2886,SF_545,773,3.9,10-08-24
2887,SF_4304,3788,4.1,24-08-24
2888,SF_3637,2379,4,28-01-24
2889,SF_4009,2904,1.6,10-01-24
2890,SF_3781,853,2.5,30-12-23
2891,SF_1361,2428,2.1,28-07-24
2892,SF_3474,144,1.2,30-12-23
2893,SF_5567,1490,2,14-09-24
2894,SF_2867,2686,3.5,05-12-24
2895,SF_5166,2073,1.7,12-07-24
2896,SF_2671,3427,4.6,27-02-24
2897,SF_2895,1631,4.5,18-06-24
2898,SF_1453,2199,4.4,31-08-24
2899,SF_3352,260,2.7,22-12-23
2900,SF_3230,3041,4.1,14-06-24
2901,SF_3956,30,1.1,21-04-24
2902,SF_3242,1165,1.2,13-11-24
2903,SF_1591,852,3.1,18-10-24
2904,SF_2084,684,4,07-06-24
2905,SF_5364,39,2.2,01-04-24
2906,SF_4940,2069,4.4,04-01-24
2907,SF_2121,154,3.8,15-06-24
2908,SF_3959,3288,2.6,09-04-24
2909,SF_5,3872,2.7,05-02-24
2910,SF_1398,1415,2.5,01-12-24
2911,SF_3120,616,4.9,13-05-24
2912,SF_439,848,3.6,18-03-24
2913,SF_4332,1779,3,12-05-24
